broad_id,BDB Target,DC Target,DRH Target,TTD Target,Merged Target
BRD-K61443650,"CA7, CA4, CA5B, CA1, CA5A, CA9, CA2, CA14, CA12, CA3",,OXCT1,,"CA7, CA3, CA4, CA5B, CA1, CA5A, CA9, CA2, CA14, CA12, OXCT1"
BRD-A72603112,,,FAAH,,FAAH
BRD-A85424553,,,"HRH3, HRH4",,"HRH4, HRH3"
BRD-K90168339,,,,,
BRD-K08619574,DRD2,"DRD2, DRD3","ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A",,"ADRA1B, DRD1, HTR1A, ADRA1A, DRD3, HTR2A, DRD2"
BRD-A84481105,"HTR2C, CHRM3, CACNA1C, DRD4, ADRA1A, HRH1, KCNH2, HTR7, CHRM5, HTR6, DRD2","HTR2B, ADRA1D, SCN2A, DRD1, DRD4, OPRK1, HRH1, SIGMAR1, NR1I3, HTR6, DRD2, ADRA2A, HRH4, ADRA2C, SLC6A2, HTR2C, AOX1, CYP2D6, CYP2C19, HTR1A, SCN3A, HTR2A, SLC6A3, HRH2, CHRM5, SCN1A, CYP1A2, EGFR, HTR1B, HTR1E, ADRA2B, CHRM3, HTR5A, DRD3, CHRM2, FYN, ADRA1B, DRD5, ADRA1A, CHRM1, CHRM4, PIM1, HTR7, KCNH2, SLC6A4, HTR1D","DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7","ABCB11, CACNA1C, PIM1, HTR7, KCNH2, DRD2, SCN5A","HTR2B, ADRA1D, SCN2A, DRD1, DRD4, OPRK1, HRH1, SIGMAR1, NR1I3, HTR6, DRD2, ADRA2A, HRH4, ADRA2C, HTR2C, SLC6A2, AOX1, CYP2D6, CYP2C19, HTR1A, SCN3A, HTR2A, SLC6A3, CHRM5, HRH2, SCN1A, CYP1A2, EGFR, HTR1B, SCN5A, HTR1E, CHRM3, ADRA2B, CACNA1C, HTR5A, DRD3, CHRM2, FYN, ADRA1B, ABCB11, DRD5, ADRA1A, CHRM1, CHRM4, PIM1, HTR7, KCNH2, SLC6A4, HTR1D"
BRD-A56012032,"ACE, ANPEP",,MME,,"ACE, MME, ANPEP"
BRD-K58049875,,,FOXM1,,FOXM1
BRD-K09631521,"ABCC4, ABCC3",CYP2B6,"CYP2B6, CYP3A4","ABCB11, CYP2B6, ABCC4, ABCC2","ABCB11, ABCC3, CYP2B6, ABCC2, ABCC4, CYP3A4"
BRD-K04175245,"UBE2N, HTR2C, CHRM3, DRD4, ADRA1A, HRH1, CHRM5, HTR6, DRD2, ADRB2","DRD1, DRD4, HRH1, HTR6, DRD2, ADRA2A, ADRA2C, HTR2C, HTR1A, HTR2A, HRH2, CHRM5, HTR1B, HTR3A, ADRA2B, CHRM3, HTR5A, DRD3, CHRM2, ADRA1B, DRD5, ADRA1A, CHRM1, CHRM4, HTR7, SLC6A4, HTR1D","DRD1, DRD2, HRH1, HTR2A",,"UBE2N, DRD1, DRD4, HRH1, HTR6, DRD2, ADRA2A, ADRA2C, HTR2C, HTR1A, HTR2A, CHRM5, HRH2, HTR1B, HTR3A, CHRM3, ADRA2B, HTR5A, DRD3, CHRM2, ADRB2, ADRA1B, DRD5, ADRA1A, CHRM1, CHRM4, HTR7, SLC6A4, HTR1D"
BRD-K29254801,"JAK2, EHMT1, MDM2, BBOX1, MGLL, LOX","FAAH, EHMT1, LOXL2, LOX, MGLL, BBOX1, EHMT2, LOXL3, LOXL4",JAK2,"EHMT1, LOXL2, LOX, MGLL, EHMT2","JAK2, FAAH, EHMT1, LOXL2, MDM2, BBOX1, MGLL, LOX, EHMT2, LOXL3, LOXL4"
BRD-K00003401,,,,,
BRD-K13387373,"CASP9, APAF1, STK33, UBE2N",IDE,,,"STK33, UBE2N, IDE, CASP9, APAF1"
BRD-K88405679,,,,,
BRD-M01344114,,,,,
BRD-K00004602,,,,,
BRD-K17458574,,TRPA1,TRPA1,,TRPA1
BRD-K36617478,,,,,
BRD-K43977121,,,,,
BRD-K66401437,"MAPK8, CDK1, CDK2, MAPK9, MAP3K11, CCNH, CDK7, CDK13, CCNT1",,CDK7,"CDK7, CDK9-CCNT1","MAPK8, CDK1, CDK9-CCNT1, CDK2, MAPK9, MAP3K11, CCNH, CDK7, CDK13, CCNT1"
BRD-K02135007,CDK7,,CDK7,,CDK7
BRD-K95902121,"CDK1, CDK8, CDK2, CDK5, CCNH, CDK7, CDK9",,CDK7,,"CDK1, CDK8, CDK2, CDK5, CCNH, CDK7, CDK9"
BRD-K77695569,"SLC47A1, METAP2, METAP1, CYP2C9, FKBP1A","FKBP1A, METAP1, CYP1A2, METAP2",,"ABCB11, SLC47A1, METAP2, METAP1, CYP2C9","ABCB11, METAP2, SLC47A1, METAP1, CYP2C9, FKBP1A, CYP1A2"
BRD-K60160658,"SLC6A1, SLC6A11, SLC6A12",SLC6A1,SLC6A1,,"SLC6A1, SLC6A11, SLC6A12"
BRD-K01826304,,,"OPRD1, OPRK1, OPRM1",,"OPRM1, OPRD1, OPRK1"
BRD-K57432881,"DRD2, ABCC4, ABCC3, DRD4","DRD2, ADRA2A, DRD4, DRD3","DRD2, DRD3",,"ABCC3, DRD4, DRD3, DRD2, ABCC4, ADRA2A"
BRD-A72988804,,,PTGS2,,PTGS2
BRD-K27293958,,,,,
BRD-A82522119,,,ESR1,,ESR1
BRD-K25838957,P2RY12,"P2RY12, SLC29A1",P2RY12,,"P2RY12, SLC29A1"
BRD-K29229654,,,,,
BRD-K00603606,"PTGS2, ABCC3, CYP2C19, CYP2C9, ABCC4, CYP3A4","ABCB11, PTGS2, ADRA2C, CYP2D6, ADRA2B, CYP2C19, CYP2B6, PTGS1, SIGMAR1, CYP2A6, P2RY12, ADRA2A",P2RY12,"ABCB11, CYP2D6, CYP2B6, CYP2C9, CYP3A4","ABCB11, PTGS2, ADRA2C, ABCC3, CYP2D6, CYP2C19, ADRA2B, CYP2B6, CYP2C9, PTGS1, ABCC4, SIGMAR1, CYP2A6, P2RY12, ADRA2A, CYP3A4"
BRD-K19939891,,,"AKT1, MAPK1",,"AKT1, MAPK1"
BRD-K81330143,GSK3B,,GSK3B,,GSK3B
BRD-K34098590,CYP2C9,,"CYP2C9, SLC12A1",,"SLC12A1, CYP2C9"
BRD-A92800748,,,"KDR, MAPK14",,"MAPK14, KDR"
BRD-K20568871,,,"ABCC8, KCNJ11",,"ABCC8, KCNJ11"
BRD-K00003349,,,,,
BRD-K36796419,,,,,
BRD-K34568562,"ABCC4, CHRFAM7A, ABCC3",,,,"ABCC4, CHRFAM7A, ABCC3"
BRD-K10845183,,"TCIRG1, MMP8, MMP2, PTPN1, MMP14","ATP6V1A, MMP2, PTPN1","MMP2, MMP14, MMP8, MMP9","TCIRG1, ATP6V1A, MMP8, MMP9, MMP2, PTPN1, MMP14"
BRD-A64406146,,,LPL,,LPL
BRD-K08806317,"ABCC4, ADRB2, ABCC3, ADRB1","ADRB3, ADRB2, ADRB1, HTR1A","ADRB1, ADRB2","ABCB11, CYP2D6, ABCC2, ABCC4, ADRB2, ADRB1","ABCB11, ABCC3, ADRB3, CYP2D6, HTR1A, ABCC2, ABCC4, ADRB2, ADRB1"
BRD-K00003683,,,,,
BRD-K00004663,,,,,
BRD-K89125793,"ABCC4, ABCC3",,,,"ABCC4, ABCC3"
BRD-K84313779,ADORA1,ADORA1,,,ADORA1
BRD-K00003630,,,,,
BRD-K75649340,"NCOA1, NCOA3",,,,"NCOA1, NCOA3"
BRD-A85295731,,,,,
BRD-K11107424,"HRH1, HRH4, HRH2",,HRH2,HRH2,"HRH1, HRH4, HRH2"
BRD-K62782754,CHRM3,,"CHRM1, CHRM2, CHRM3",,"CHRM1, CHRM3, CHRM2"
BRD-K41876534,"CA2, ALPL, ALPG, ALPI","MAOB, CA2, MAOA",CA2,"MAOB, CA2, MAOA","MAOB, ALPL, ALPI, MAOA, CA2, ALPG"
BRD-K00004627,,,,,
BRD-K62965247,"FNTB, FNTA, CYP3A4",,"FNTA, FNTB",,"FNTB, FNTA, CYP3A4"
BRD-K11973162,TYMP,TYMP,,,TYMP
BRD-K30882994,SERPINE1,,SERPINE1,SERPINE1,SERPINE1
BRD-A10039652,,,,,
BRD-A73566563,,,"ADRB1, ADRB2, ADRB3",,"ADRB2, ADRB1, ADRB3"
BRD-K77552740,,,,,
BRD-K75250001,NR1I3,NR1I3,SCN5A,,"NR1I3, SCN5A"
BRD-K92968657,"CA9, CA1, CA2, CA12",,,,"CA2, CA9, CA1, CA12"
BRD-K51087630,,,,,
BRD-K61236135,"AR, PPARG, PCNA, RXRA, THRB, SLC10A1, THRA","AR, PCNA, THRB, SLC10A1, THRA","THRA, THRB","AR, PCNA, THRB, SLC10A1, THRA","AR, PPARG, PCNA, RXRA, THRB, SLC10A1, THRA"
BRD-K37872686,"ITGA5, ITGB3, ITGA2","ITGB3, ITGA2B","ITGA2B, ITGB3",,"ITGA5, ITGA2B, ITGA2, ITGB3"
BRD-K60284353,,,,,
BRD-K33379087,MET,,MET,,MET
BRD-K53414658,"KDR, PDGFRA, PDGFRB, FLT1, EPHB2, FLT4, EGFR, FGF2","MET, KDR, PDGFRA, FLT3, PDGFRB, FLT1, EPHB2, FLT4, FGFR1, KIT","FLT1, FLT4, KDR, KIT, PDGFRA, PDGFRB","KDR, PDGFRA, FLT1, EPHB2, FLT4","MET, KDR, PDGFRA, FLT3, FLT1, PDGFRB, EPHB2, FGFR1, FLT4, EGFR, KIT, FGF2"
BRD-K06335600,"ABCC4, ABCC3","ADRA2B, ADRA2C, ADRA2A, NISCH","ADRA2A, ADRA2B, ADRA2C, NISCH","ABCC2, ABCB11, ABCC4, NISCH","ABCB11, ADRA2C, ABCC3, ADRA2B, ABCC2, ABCC4, ADRA2A, NISCH"
BRD-K66097663,,,,,
BRD-K49659468,,,,,
BRD-K24527118,PPIA,,PPIA,,PPIA
BRD-K49119234,,,,,
BRD-K96233303,"CYP1A1, TYR, CYP1B1",,,,"CYP1A1, TYR, CYP1B1"
BRD-K53597484,METAP2,,METAP2,,METAP2
BRD-K05619559,"ABCC4, ABCC3",,,,"ABCC4, ABCC3"
BRD-K01826767,,,SCN5A,,SCN5A
BRD-K62040061,"EGFR, FGFR1, PDGFRB, KDR",,"FLT1, FLT3, KDR, PDGFRA, PDGFRB",,"KDR, EGFR, PDGFRA, FLT3, PDGFRB, FLT1, FGFR1"
BRD-K57305459,,,,,
BRD-K68553471,,,,,
BRD-K31283835,"BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, CYP3A4, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MYLK4, EGFR, PIM3, CILK1, CHEK2, COQ8B, BMP2K, EPHA3, TLK1, GAK, PRKCD, MARK3, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, ABCC4, TNK1, BMX, DYRK1A, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, PAK5, FGFR1, MAPK11, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, STK36, LTK, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, SGK1, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, LIMK2, MAP4K4, PKN2, STK38L, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, TSSK1B, MAP2K4, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, PTK6, ULK2, MAP3K12, CHUK, CDK13, MKNK1, VRK2, RAF1, ZAP70, MKNK2, BLK, MAP3K11, JAK2, PIP4K2C, CLK1, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, NEK4, STK3, STK32B, DDR1, CYP2C19, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PRKD3, PIP5K1A, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, ABCC3, C8orf44-SGK3, ANKK1, PDPK1, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, HIPK1, NEK6, GRK4, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2","RET, DCLK1, PRKCD, JAK1, LRRK2, STK3, CAMK2A, GRK7, ROCK1, MAP4K2, DMPK, PKN2, NUAK2, ROCK2, MKNK2, CAMK1, DCLK3, CAMK2D, TYK2, LCK, CAMK1D, RPS6KA6, FYN, JAK3, JAK2, PKN1, ABL1, RPS6KA1, BMP2K, ULK3, RPS6KA2, TNK1","JAK1, JAK2, JAK3","AKT1, PDK1, PRKCA, CHEK1, GSK3B, ABCC2, JAK1, PIK3CA, CSK, CDK5, MAPK8, MAPKAPK5, RPS6KA3, CYP2D6, MAPK12, EGFR, INSR, MAPK11, ROCK2, MAPK14, TYK2, LCK, CYP3A4, ABCB11, JAK3, JAK2, CDK2, ABCC4, MAPKAPK2, RPS6KA5, RPS6KB1, SGK1","BMPR2, CHEK1, LIMK1, COQ8A, HIPK3, MAPK8, TRPM6, PLK4, NUAK1, CDK14, CYP3A4, ABL2, EPHB6, YES1, KDR, CSNK1G2, CDK7, CSNK1G1, HUNK, CASK, CDK19, MAP4K2, MYLK4, EGFR, PIM3, CILK1, CHEK2, COQ8B, BMP2K, EPHA3, TLK1, GAK, PRKCD, MARK3, PRKCA, SRPK3, MAPK3, HCK, MYO3A, DAPK1, NUAK2, NEK5, MAST1, EPHA8, TYRO3, LOC102724428, ABL1, ERN1, RPS6KB1, ABCC4, TNK1, BMX, DYRK1A, PDK1, EPHA2, FGFR3, MAPK12, CAMK1G, BRSK1, IKBKE, STK39, PRKACA, CAMK1D, MAP3K20, ABCB11, RPS6KA1, STK24, DYRK2, SRMS, CDK5, STK26, WEE2, MAPKAPK5, FRK, CDK8, PAK5, FGFR1, MAPK11, IKBKB, MAPK14, ITK, ERBB3, RPS6KA6, CDC42BPB, EIF2AK2, JAK3, AURKA, BRAF, STK36, LTK, DSTYK, PRKCQ, RET, SNRK, JAK1, MYLK3, PIK3CA, LRRK2, PRKD1, PIP4K2B, BUB1B-PAK6, PAK4, TTK, MAP3K1, PLK3, MAP3K15, ULK1, ACVR2A, CSNK2A1, NEK7, MAPKAPK2, SLK, PIM2, MARK2, AAK1, EIF2AK4, PDGFRB, TAOK3, CSNK1G3, CAMK2B, ACVR2B, MAPK10, TGFBR2, TYK2, MAP3K2, LCK, CSNK1A1, TESK1, MAP3K4, CDK2, STK10, CDKL5, MYLK, PHKG2, MAP3K19, TEC, MAP4K1, MAP4K3, RPS6KA3, NEK9, MAPK9, CAMK4, RIOK2, NEK3, DMPK, SRPK1, INSRR, OXSR1, DAPK3, HIPK2, RPS6KA4, ULK3, PLK2, CDK11A, DCLK3, MTOR, PIK3C2G, MAP2K3, NLK, STK17A, MET, MAPK13, EPHA6, MAP3K6, MYLK2, SGK1, CDKL3, PIP5K1C, LATS2, EPHA5, SYK, MAP2K2, PRKCE, CDK17, SRPK2, INSR, ERBB4, ROCK2, CAMKK1, EPHB4, MERTK, PIK3CD, IGF1R, PRKCH, MAP3K10, SBK3, MAPK6, GRK1, CSNK1A1L, AURKC, STK32A, LATS1, MAP3K13, GRK7, CSNK2A2, LIMK2, MAP4K4, PKN2, STK38L, IRAK4, HIPK4, MAP3K7, MAK, CIT, FGFR2, TNK2, FYN, TSSK1B, MAP2K4, AKT1, DAPK2, CLK4, BTK, PLK1, MATK, MUSK, PTK6, ULK2, CYP2D6, MAP3K12, CHUK, CDK13, MKNK1, VRK2, RAF1, ZAP70, MKNK2, BLK, MAP3K11, JAK2, PIP4K2C, CLK1, FLT1, TIE1, MAPK15, MAP2K5, PRKD2, BRSK2, PTK2, GSK3B, SBK1, AKT3, TEK, PHKG1, PDGFRA, TAOK1, CAMK1, CLK2, STK35, STK25, RIOK1, CDK15, EIF2AK1, EPHB1, ABCC2, NEK4, STK3, STK32B, DDR1, CYP2C19, ROCK1, EPHB2, MINK1, RIOK3, ALK, PIK3C2B, STK32C, PRKACB, MAP2K6, WEE1, CDK4, PKN1, FLT3, PRKD3, PIP5K1A, CDK11B, TNNI3K, MYO3B, MAPK1, ACVR1, IRAK3, CAMK2A, TLK2, MAP2K1, LYN, CDC42BPG, PIK3CG, DCLK2, STK11, ABCC3, C8orf44-SGK3, ANKK1, PDPK1, PKMYT1, CAMKK2, EPHA4, FLT4, NIM1K, DCLK1, MARK4, GSK3A, CSK, ACVR1B, NEK11, PRKG2, CDC42BPA, DDR2, PIK3CB, AURKB, STK38, STK33, HIPK1, NEK6, GRK4, CAMK2D, EPHB3, PRKG1, MAPK4, MAP3K3, PRKX, RPS6KA5, CDK9, RPS6KA2"
BRD-K94830213,,,CYP3A4,,CYP3A4
BRD-K96344439,,"SLC5A1, SLC5A2",GCK,,"SLC5A1, SLC5A2, GCK"
BRD-A60498477,,,"ADRB1, ADRB2, ADRB3",,"ADRB2, ADRB1, ADRB3"
BRD-K32164935,ALB,"ABCC8, KCNJ11","ABCC8, KCNJ1, KCNJ10, KCNJ11",,"KCNJ1, ABCC8, KCNJ10, ALB, KCNJ11"
BRD-K46211610,"HTR1B, TAAR1, HTR1D","ADRA2C, ADRA2B, TAAR1, ADRA1A, ADRA2A","ADRA1A, ADRA2A, ADRA2B, ADRA2C, HRH1, HRH2","ABCB11, HTR1B, TAAR1, HTR1D","ABCB11, ADRA2C, ADRA2B, TAAR1, ADRA1A, HRH1, HTR1D, HRH2, ADRA2A, HTR1B"
BRD-K85119730,"ABCC4, ALB, ABCC3, CYP2C9","ABCC8, KCNJ11","ABCC8, KCNJ1, KCNJ11, KCNJ8","ABCB11, CYP51A1, CYP2C9, ABCC2, ABCC4","ABCB11, KCNJ1, ABCC3, KCNJ8, CYP51A1, CYP2C9, ABCC8, ABCC2, ALB, KCNJ11, ABCC4"
BRD-K10852020,"ABCC4, ABCC3","GPR35, KLF10, COMT, TTR",COMT,"ABCB11, GPR35, DENV NS2B/NS3, ABCC4, COMT","ABCB11, ABCC3, TTR, GPR35, DENV NS2B/NS3, ABCC4, KLF10, COMT"
BRD-K50133271,"AKR1C3, AR, ATG4B, GSK3B, PLA2G1B","AKR1C3, AR, PTGS2, TTR, PTGS1",,,"AKR1C3, AR, PTGS2, ATG4B, GSK3B, TTR, PTGS1, PLA2G1B"
BRD-K41772907,LYN,,"LYN, SRC",,"SRC, LYN"
BRD-K82562631,"PTGS2, ALB, CXCL8","GLO1, PTGS2, CXCL8, PTGS1, AKR1B1","PTGS1, PTGS2","GLO1, AKR1B1, CXCL8","GLO1, PTGS2, CXCL8, PTGS1, ALB, AKR1B1"
BRD-K44273375,"ABCC4, ABCC3","HTR2B, CYP2C19, CYP51A1",,,"HTR2B, ABCC3, CYP2C19, CYP51A1, ABCC4"
BRD-K82687598,,,ADRA2A,,ADRA2A
BRD-K94882685,,,,,
BRD-A67182178,,,"MAOA, MAOB",,"MAOB, MAOA"
BRD-A27732521,,,"CYP2C19, CYP2D6",,"CYP2D6, CYP2C19"
BRD-K85693895,AKR1A1,"AKR1B10, AKR1B1, AKR1A1","AKR1A1, AKR1B1, AKR1B10","ABCB11, AKR1B1","AKR1B10, ABCB11, AKR1B1, AKR1A1"
BRD-K54316499,"ABCC3, CHRM3, CACNA1C, KCND3, CHRM5, KCNH2, KCNE1, ABCC4","CHRM3, CHRM1, CHRM4, CHRM2, CHRM5, KCNH2","CHRM1, CHRM2, CHRM3, CHRM4, CHRM5","CHRM3, CACNA1C, CHRM1, CHRM4, KCNH2, CHRM2, KCND3, CHRM5, SCN5A","ABCC3, CHRM3, CACNA1C, CHRM1, CHRM4, KCNH2, CHRM2, KCND3, CHRM5, KCNE1, ABCC4, SCN5A"
BRD-K64514229,,,,,
BRD-A82035391,,,"AVPR1A, AVPR2",,"AVPR1A, AVPR2"
BRD-K00003487,,,,,
BRD-K74765201,"CYSLTR1, PTGS2, ALOX5",,CYSLTR1,"ABCB11, ALOX5, PTGS1; PTGS2","ABCB11, PTGS2, PTGS1; PTGS2, CYSLTR1, ALOX5"
BRD-K00003361,"MKNK1, MKNK2, CLK4, STK17A",,,"MKNK1, MKNK2, CLK4, STK17A","MKNK2, CLK4, MKNK1, STK17A"
BRD-K36970462,,,,,
BRD-K00003325,,,,,
BRD-K29653726,"CA7, CA4, ABCC3, CA5B, CA1, CA5A, CA9, CA2, ABCC4, CA14, CA12, CA3","CA13, GRIK1, GABRG2, GRIA1, CA5B, CA12, CA14, GRIA2, CA4, NR1I2, GRIK2, GRIK4, CA5A, GRIA3, CA9, SCN1A, CA6, SCN5A, GABRB2, GRIA4, GRIK3, CA1, CA7, GRIK5, GABRA1, CA2","CA1, CA12, CA2, CA4, CA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A",,"GRIK1, CA13, GABRG2, GRIA1, SCN2A, CA5B, SCN7A, GABRA4, SCN9A, GABRB1, CA12, CA14, GRIA2, CA4, NR1I2, GABRA2, GABRE, GRIK2, GABRD, SCN11A, GRIK4, SCN3A, GABRA6, GRIA3, CA5A, CA9, SCN1A, CA6, SCN5A, GABRG3, GABRA3, GABRP, CA3, GABRB2, ABCC3, SCN8A, GABRB3, GRIA4, GRIK3, SCN10A, CA1, GABRQ, CA7, GRIK5, GABRG1, GABRA1, GABRA5, CA2, ABCC4, SCN4A"
BRD-K77561571,XDH,XDH,XDH,,XDH
BRD-K55696337,"SLC47A1, SLC22A2, TOP2A, HIF1A, SLC47A2","TOP1, ABCG2, NR1I2, SLC47A1, ABCC2, SLC22A2, ABCB1, HIF1A, ABCC4, TOP1MT, CYP3A4, SLC47A2","TOP1, TOP1MT","SLC47A1, TOP2A; TOP2B, HIF1A, TOP1, SLC47A2","CYP3A4, SLC47A1, NR1I2, ABCG2, ABCC2, SLC22A2, TOP2A; TOP2B, ABCB1, TOP2A, HIF1A, ABCC4, TOP1MT, TOP1, SLC47A2"
BRD-K30480208,,SLC12A1,SLC12A1,,SLC12A1
BRD-K55675242,CETP,,CETP,,CETP
BRD-K91822704,,,"DCK, TK2",,"TK2, DCK"
BRD-K51350053,"ABCC3, HNF4A, PLIN5, PLIN1, ABCC4, HTR6","HTR6, ESR1, ESRRG",ESR1,,"ESR1, ESRRG, ABCC3, HNF4A, PLIN5, PLIN1, ABCC4, HTR6"
BRD-K40175214,"PIK3C2B, PRKDC, MTOR, PIK3C3, PIK3CA, CDC42BPA, PIK3R1, PIK3CG",,MTOR,"PRKDC, MTOR, PI4KB, MTOR-RPTORA-MLST8-KT1S1-DEPTOR, PI4KA, PIK3CA, PIK3CG","PIK3C2B, PRKDC, MTOR, PI4KB, PIK3C3, MTOR-RPTORA-MLST8-KT1S1-DEPTOR, PIK3CA, CDC42BPA, PI4KA, PIK3R1, PIK3CG"
BRD-K68174511,"PIK3C2B, PRKDC, MTOR, PIK3C3, PIK3CA, PIK3R1, PIK3CG, ATR",,MTOR,,"PIK3C2B, PRKDC, MTOR, PIK3C3, PIK3CA, PIK3R1, PIK3CG, ATR"
BRD-K92241597,"NPEPPS, MMP9, ANPEP",,"ANPEP, LAP3, NPEPPS","MMP2, NPEPPS, MMP9, ANPEP","ANPEP, NPEPPS, MMP9, MMP2, LAP3"
BRD-K01825158,,,,,
BRD-K26420709,"ADK, HSPA8, DOT1L, SMARCA2",,ERN1,,"HSPA8, ADK, DOT1L, ERN1, SMARCA2"
BRD-K93045741,"ADORA1, ADORA2A, ADORA3, ADORA2B",,ADORA2A,,"ADORA2A, ADORA2B, ADORA3, ADORA1"
